name,url,inn,ogrn,registration_date,director_since,has_ceo_history,arbitr_cases_count,revenue,profit,email,website,matched,reasons
"ООО ""Автэк Групп""",https://www.rusprofile.ru/id/451705,,,25.12.2003,с 25 декабря 2003 г.,False,0,834000000,65000000,aa@avtec.su,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Майтон-М""",https://www.rusprofile.ru/id/1328620,,,23.09.2009,,True,5,679000000,7600000,ooo.maiton-m@rambler.ru,majton-m.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Бумхимтек""",https://www.rusprofile.ru/id/1224700007047,,,29.04.2022,с 16 ноября 2022 г.,True,2,625000000,84000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Истпласт""",https://www.rusprofile.ru/id/11054346,,,19.06.2017,с 14 февраля 2023 г.,True,2,656000000,-19000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'нет сайта или почты']"
"ООО ""Фойлсервис""",https://www.rusprofile.ru/id/7385104,,,28.11.2014,с 9 августа 2016 г.,True,17,642000000,50000000,tim-city@yandex.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Специальные Металлы""",https://www.rusprofile.ru/id/10539047,,,01.07.2016,с 1 июля 2016 г.,False,12,4600000000,352000000,diana@specialmetals.ru,specialmetals.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Энергомашсервис""",https://www.rusprofile.ru/id/11880452,,,06.09.2019,с 17 мая 2023 г.,True,0,455000000,54000,dmelkov22@gmail.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Эй Би Эй""",https://www.rusprofile.ru/id/10974103,,,14.04.2017,с 14 апреля 2017 г.,False,26,5400000000,42000000,office@aba-in.com,aba-in.com,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Газсенсор""",https://www.rusprofile.ru/id/10985442,,,21.04.2017,с 21 апреля 2017 г.,False,2,387000000,33000000,zakupki_ibch@mail.ru,gassensor.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Атлант""",https://www.rusprofile.ru/id/1227700375352,,,27.06.2022,с 24 января 2025 г.,True,2,887000000,-8600000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'нет сайта или почты']"
"ООО ""Телкорд Сервис""",https://www.rusprofile.ru/id/10333992,,,02.02.2016,с 2 февраля 2016 г.,False,1,422000000,31000000,info@telcord.ru,telcord.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Квантум""",https://www.rusprofile.ru/id/11322098,,,01.02.2018,с 1 февраля 2018 г.,True,4,915000000,8900000,info@kvantum-el.ru,kvantum-el.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Промтехресурс""",https://www.rusprofile.ru/id/10234670,,,26.11.2015,с 20 сентября 2021 г.,True,36,309000000,287000,04078727@mail.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ЦПС""",https://www.rusprofile.ru/id/1237800026958,,,07.03.2023,с 10 декабря 2025 г.,True,4,924000000,49000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Компаньон Запад""",https://www.rusprofile.ru/id/11899905,,,02.10.2019,с 2 октября 2019 г.,False,18,952000000,39000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Вис-Трейд""",https://www.rusprofile.ru/id/3337653,,,22.07.2008,с 15 апреля 2025 г.,True,4,698000000,82000000,nastya@vis-trade.ru,vis-trade.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Ройал Рэббит""",https://www.rusprofile.ru/id/6698674,,,05.03.2013,с 18 августа 2023 г.,True,1,2700000000,96000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Промаркет""",https://www.rusprofile.ru/id/11598434,,,25.10.2018,с 25 октября 2018 г.,False,4,1600000000,13000000,info@llcpromarket.ru,llcpromarket.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Инспира""",https://www.rusprofile.ru/id/1207700391392,,,21.10.2020,с 21 октября 2020 г.,False,0,1300000000,132000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Безопасный Город""",https://www.rusprofile.ru/id/7374783,,,05.06.2014,с 5 июня 2014 г.,False,12,455000000,504000,mam@telecom-master.ru,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО""ТСК ""БСС""",https://www.rusprofile.ru/id/10607459,,,26.08.2016,с 2 декабря 2019 г.,True,81,1800000000,26000000,buh@tskbss.ru,tskbss.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Плонк""",https://www.rusprofile.ru/id/1207700186847,,,08.06.2020,с 8 июня 2020 г.,False,22,6000000000,251000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""НПП Экострада""",https://www.rusprofile.ru/id/7778487,,,24.07.2015,с 1 августа 2025 г.,True,8,902000000,61000000,a.s.belikov.eco@gmail.com,airscrubb.com,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Перспектива""",https://www.rusprofile.ru/id/1237700296460,,,19.04.2023,с 9 февраля 2026 г.,True,1,520000000,4099999,info@aomedved.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Тринити""",https://www.rusprofile.ru/id/11662315,,,25.12.2018,с 21 августа 2025 г.,True,2,8700000000,56000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Желтрансавтоматика""",https://www.rusprofile.ru/id/7594865,,,03.02.2015,с 13 сентября 2024 г.,True,18,1800000000,115000000,20102009_2010@mail.ru,invox.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Вериал""",https://www.rusprofile.ru/id/1205000101635,,,09.11.2020,с 14 октября 2021 г.,True,2,331000000,13000000,verial.ooo@yandex.ru,very-all.com,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"АО ""Файн Ингредиентс""",https://www.rusprofile.ru/id/4073721,,,30.12.2004,с 27 июня 2025 г.,True,13,5000000000,278000000,fi@fine-ingredients.ru,fineingredients.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Импэксцентр""",https://www.rusprofile.ru/id/1225000051473,,,25.05.2022,с 25 мая 2022 г.,True,1,1600000000,16000000,kosareva.yv@gmail.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""СКС""",https://www.rusprofile.ru/id/7542869,,,28.02.2015,с 25 мая 2022 г.,True,10,801000000,14000000,info@kdds.ru,kdds.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Вайрполимер""",https://www.rusprofile.ru/id/10679857,,,05.10.2016,с 5 октября 2016 г.,False,10,330000000,2900000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ТД ""Циклен""",https://www.rusprofile.ru/id/11101733,,,25.07.2017,с 10 декабря 2025 г.,True,11,4600000000,38000000,td-ciklen@rambler.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТМ Инвест""",https://www.rusprofile.ru/id/5379041,,,21.03.2011,с 16 марта 2026 г.,True,60,3800000000,-2000000,axis@mail.ru,teplonet.ru,False,['выручка положительная']
"ООО ""Снабинтер""",https://www.rusprofile.ru/id/11426591,,,27.04.2018,с 27 апреля 2018 г.,False,27,374568366000,,sale@zoom-ec.ru,www.zoom-ec.ru,False,"['нет плашки истории руководителей', 'выручка положительная']"
"ООО ""Интерпромтехника""",https://www.rusprofile.ru/id/2750396,,,30.08.2006,с 25 июня 2014 г.,False,12,317000000,43000000,info@interpromtechnika.ru,interpromtechnika.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Трейд Групп""",https://www.rusprofile.ru/id/1221972,,,20.04.2009,с 29 сентября 2009 г.,False,21,360000000,-95000000,holod@tg-tk.ru,www.holod-tk.ru,False,"['нет плашки истории руководителей', 'выручка положительная']"
"АО ""Мирный Атом""",https://www.rusprofile.ru/id/4094167,,,09.06.2004,с 26 июля 2012 г.,False,24,2000000000,538000000,gdv@mir-atom.com,mir-atom.com,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Грувекс""",https://www.rusprofile.ru/id/11750871,,,02.04.2019,с 2 апреля 2019 г.,False,11,355000000,18000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Маяк""",https://www.rusprofile.ru/id/10202706,,,03.11.2015,с 3 ноября 2015 г.,False,7,3300000000,36000000,info@mayaklogistics.ru,mayaklogistics.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Пятый Сезон""",https://www.rusprofile.ru/id/9224697,,,22.10.2014,с 26 декабря 2017 г.,True,2,2600000000,139000000,info@psezon.ru,psezon.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ТД ""СПГ""",https://www.rusprofile.ru/id/10730874,,,26.10.2016,,True,13,4400000000,-14000000,info@td-spg.ru,td-spg.ru,False,['выручка положительная']
"ООО ""Вудпаллет""",https://www.rusprofile.ru/id/11458480,,,01.06.2018,с 1 июня 2018 г.,False,24,388000000,1000000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Миотал Комьюнити""",https://www.rusprofile.ru/id/11447178,,,23.05.2018,с 17 февраля 2026 г.,True,28,389000000,-83000000,glavbuh@unaik-group.ru,,False,"['выручка положительная', 'нет сайта или почты']"
"ООО ""Лабби""",https://www.rusprofile.ru/id/10530293,,,24.06.2016,с 9 июля 2020 г.,True,7,707000000,4200000,lubby@lubby.com,lubby.com,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Промкомтех""",https://www.rusprofile.ru/id/7050199,,,06.11.2013,с 4 декабря 2015 г.,True,9,548000000,31000000,info@promcomtech.ru,tensor.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Рикон""",https://www.rusprofile.ru/id/10175568,,,08.10.2015,с 21 марта 2017 г.,True,7,852000000,31000000,1976aissa@mail.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""МТД Красный Треугольник""",https://www.rusprofile.ru/id/11173804,,,26.09.2017,с 30 марта 2026 г.,True,18,532000000,8500000,sale@rtisale.ru,rtisale.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Стар Гейт""",https://www.rusprofile.ru/id/1207700400522,,,27.10.2020,с 16 апреля 2024 г.,True,4,2400000000,-6600000,info@stargt.ru,stargt.ru,False,"['арбитражных дел не больше 5', 'выручка положительная']"
"АО ""Экб Инновационные Технологии""",https://www.rusprofile.ru/id/7881309,,,21.09.2015,с 8 февраля 2019 г.,True,3,538000000,11000000,tender@ecb-intch.ru,ecb-intech.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Энергоэкономсервис""",https://www.rusprofile.ru/id/5714899,,,03.06.2011,с 5 сентября 2025 г.,True,3,429000000,60000,fa5419@yandex.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Моно Сервис""",https://www.rusprofile.ru/id/886062,,,10.06.2008,с 10 июня 2008 г.,False,0,328000000,95000000,tsemenova@monosystems.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Арт-Строй Ти""",https://www.rusprofile.ru/id/1207700241055,,,17.07.2020,с 11 июля 2024 г.,True,8,896000000,30000000,mindyuk_i@arttn.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Арт-Строй Техно""",https://www.rusprofile.ru/id/1207700241044,,,17.07.2020,с 11 июля 2024 г.,True,5,463000000,43000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Алет""",https://www.rusprofile.ru/id/4950036,,,25.11.2010,с 25 ноября 2010 г.,False,2,5100000000,215000000,valeria-mail@mail.ru,alet-broker.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"АО ""Жерфлор""",https://www.rusprofile.ru/id/6024220,,,02.03.2012,с 24 октября 2013 г.,True,6,964000000,67000000,kalish@skifconsult.ru,www.gerflor.com,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Прибор НК""",https://www.rusprofile.ru/id/5618562,,,21.09.2011,с 23 августа 2022 г.,True,24,332000000,6600000,info@pribor-nk.ru,pribor-nk.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Артхолод Пром""",https://www.rusprofile.ru/id/6889493,,,27.05.2013,с 7 декабря 2015 г.,True,3,469000000,-11000000,info@aholod.ru,www.aholod.ru,False,"['арбитражных дел не больше 5', 'выручка положительная']"
"ООО ""Тедекс""",https://www.rusprofile.ru/id/1227700230427,,,20.04.2022,с 17 февраля 2023 г.,True,3,457000000,1400000,zari8500@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Элвент""",https://www.rusprofile.ru/id/10361030,,,19.02.2016,с 19 февраля 2016 г.,False,26,820000000,20000000,ivanov.a@el-vent.ru,shop-elvent.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""ПНК-Регион""",https://www.rusprofile.ru/id/10344320,,,09.02.2016,с 9 февраля 2016 г.,False,74,1100000000,19000000,roman.cheranev@list.ru,pnk-region.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Истмолл""",https://www.rusprofile.ru/id/1207700030812,,,29.01.2020,с 4 марта 2024 г.,True,1,581000000,4600000,opd@sinrus.info,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Фрост""",https://www.rusprofile.ru/id/1237700296305,,,19.04.2023,с 24 декабря 2024 г.,True,0,301000000,20000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""СТС""",https://www.rusprofile.ru/id/11698445,,,11.02.2019,с 11 февраля 2019 г.,False,4,9500000000,599000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Элком-Электро СПБ""",https://www.rusprofile.ru/id/11114131,,,02.08.2017,с 2 августа 2017 г.,False,103,2000000000,254000,slabospickaya_os@el-com.ru,el-com.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""НКЦ ""Лабтест""",https://www.rusprofile.ru/id/5540287,,,07.07.2011,с 27 июня 2013 г.,False,3,410000000,397000,info@lab-test.ru,www.lab-test.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Радуга""",https://www.rusprofile.ru/id/1227800048310,,,18.04.2022,с 15 мая 2023 г.,True,3,3900000000,29000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Тиан-Трейд""",https://www.rusprofile.ru/id/10500576,,,02.06.2016,с 13 марта 2023 г.,True,56,1900000000,203000000,info@tian-shop.ru,tian-shop.ru,False,"['выручка положительная', 'прибыль положительная']"
"АО ""Спектр""",https://www.rusprofile.ru/id/1207700107603,,,10.03.2020,с 9 февраля 2026 г.,True,0,812000000,-13000000,secretary@cartblansh.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'нет сайта или почты']"
"ООО ""Металлфонд""",https://www.rusprofile.ru/id/1217700390137,,,20.08.2021,с 1 февраля 2022 г.,True,23,593000000,7800000,info@metallfond.com,metallfond.com,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Возрождение""",https://www.rusprofile.ru/id/11708413,,,19.02.2019,с 10 февраля 2021 г.,True,0,902000000,72000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Строительные Материалы +""",https://www.rusprofile.ru/id/705290,,,09.12.2002,с 18 апреля 2025 г.,True,0,1400000000,4600000,ooo_ateleplus@rambler.ru,sm-plus-ooo.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""ГТС Групп""",https://www.rusprofile.ru/id/11153288,,,06.09.2017,с 12 февраля 2021 г.,True,45,3000000000,57000000,gts.torgi@gmail.com,gtsgrup.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""ТДМ""",https://www.rusprofile.ru/id/11132421,,,17.08.2017,с 10 июня 2025 г.,True,45,8300000000,58000000,brizitskii@tdme.ru,tdme.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Сьюкит""",https://www.rusprofile.ru/id/10203058,,,03.11.2015,с 19 сентября 2024 г.,True,2,356000000,27000000,access.msk@sewkit.ru,emb1.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""ПКФ ""Лентранс""",https://www.rusprofile.ru/id/11007465,,,10.05.2017,с 10 мая 2017 г.,False,11,1400000000,40000000,kaziev@anchorchain.ru,anchorchain.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""4Тест""",https://www.rusprofile.ru/id/10429547,,,08.04.2016,с 8 апреля 2016 г.,False,2,561000000,18000000,4test@4test.ru,ccc.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Сервиспроминвест""",https://www.rusprofile.ru/id/7313933,,,06.03.2014,с 28 февраля 2015 г.,False,45,673000000,47000000,v.medvedev@service-prom.com,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"АО Внешнеторговая Компания ""Аллве""",https://www.rusprofile.ru/id/2057159,,,28.07.1998,с 18 ноября 2002 г.,False,1,676000000,7500000,allwe@allwe.ru,allwe.com,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Самет Мебельные Технологии""",https://www.rusprofile.ru/id/6667899,,,27.02.2013,с 27 февраля 2013 г.,False,5,1400000000,120000000,ipanova@samet-rus.ru,samet-rus.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Эйч Кью Трейдинг""",https://www.rusprofile.ru/id/10521075,,,17.06.2016,с 25 июня 2019 г.,True,20,941000000,5400000,notar.kontora@mail.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Ди-ПИ-Ай Групп""",https://www.rusprofile.ru/id/6157433,,,13.08.2012,с 27 мая 2024 г.,True,8,2100000000,156000000,ac@agridient.ru,agridient.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Эдванта""",https://www.rusprofile.ru/id/10527029,,,22.06.2016,с 3 октября 2017 г.,True,24,11000000000,186000000,info@advanta-cs.ru,advanta-cs.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Торгинвест""",https://www.rusprofile.ru/id/1942353,,,06.05.2010,с 6 мая 2010 г.,False,10,303000000,2600000,7841425773_781601001@eo.tensor.ru,tensor.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""ЕТК""",https://www.rusprofile.ru/id/10606840,,,26.08.2016,с 26 августа 2016 г.,False,16,2200000000,74000000,grinenko-ecg@mail.ru,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ПКФ Алас""",https://www.rusprofile.ru/id/5601342,,,23.09.2011,с 16 октября 2025 г.,True,11,312000000,6300000,1128@alas.ru,alas.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Меркурий""",https://www.rusprofile.ru/id/1237700149818,,,21.02.2023,с 25 декабря 2025 г.,True,0,13000000000,7600000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Форинг Трейд""",https://www.rusprofile.ru/id/7734095,,,09.06.2015,с 4 декабря 2020 г.,True,27,707000000,6100000,,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Пактрейд""",https://www.rusprofile.ru/id/10519542,,,16.06.2016,с 18 марта 2025 г.,True,58,1200000000,54000000,info@interfilm-m.ru,interfilm-m.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Дом Света""",https://www.rusprofile.ru/id/11846048,,,24.07.2019,с 24 июля 2019 г.,False,26,565000000,-41000000,molkov@nika.group,,False,"['нет плашки истории руководителей', 'выручка положительная', 'нет сайта или почты']"
"ООО ""МК""",https://www.rusprofile.ru/id/11048929,,,14.06.2017,с 2 февраля 2023 г.,True,11,498000000,24000000,info@mk98.ru,www.mrklimat.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Статус""",https://www.rusprofile.ru/id/544550,,,07.03.2007,с 7 марта 2007 г.,False,2,1100000000,139000000,status.ooo@mail.ru,opt-aqualogo.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Нимал-Логистика""",https://www.rusprofile.ru/id/1321367,,,15.08.2007,с 23 июня 2021 г.,True,3,902000000,728000000,nimallog@yandex.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Гасзнак""",https://www.rusprofile.ru/id/10243851,,,02.12.2015,с 2 декабря 2015 г.,False,38,1000000000,67000000,moscow@gasznak.ru,gasznak.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Синглит""",https://www.rusprofile.ru/id/11502035,,,12.07.2018,с 26 июня 2024 г.,True,0,364000000,8600000,novovamarina187@gmail.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Экопластикс""",https://www.rusprofile.ru/id/2626290,,,09.12.2008,с 8 июня 2023 г.,True,52,2800000000,13000000,info@ecpl.ru,ecpl.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Дэльвис""",https://www.rusprofile.ru/id/1207700392910,,,21.10.2020,с 13 августа 2024 г.,True,0,443000000,18000000,urkonssalt@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Промкомплект""",https://www.rusprofile.ru/id/1227700863785,,,14.12.2022,с 14 декабря 2022 г.,False,1,618000000,6100000,mpromkomplekt@bk.ru,mpromkomplekt.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Шаки""",https://www.rusprofile.ru/id/11465605,,,08.06.2018,с 9 января 2023 г.,True,3,953000000,14000000,aganinaev@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ПКФ Стальинтекс Трейд""",https://www.rusprofile.ru/id/11686740,,,01.02.2019,с 1 февраля 2019 г.,False,4,500000000,-7200000,,,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'нет сайта или почты']"
"ООО ""Маврика""",https://www.rusprofile.ru/id/1237700789523,,,16.11.2023,с 10 октября 2025 г.,True,0,401000000,5800000,m.misterium@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Аква247""",https://www.rusprofile.ru/id/1227700488872,,,12.08.2022,с 2 октября 2023 г.,True,2,1300000000,4500000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Форвард""",https://www.rusprofile.ru/id/10180243,,,09.10.2015,с 9 октября 2015 г.,False,8,970000000,802000,,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Неоторг""",https://www.rusprofile.ru/id/7865451,,,26.05.2015,с 21 февраля 2017 г.,True,2,450000000,-5100000,info@neotorg.net,neotorg.net,False,"['арбитражных дел не больше 5', 'выручка положительная']"
"ООО ""Кабельные Системы""",https://www.rusprofile.ru/id/6817160,,,04.04.2013,с 28 июня 2022 г.,True,8,380000000,1500000,info@kabel-s.ru,kabel-s.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Гидросистема""",https://www.rusprofile.ru/id/302150,,,17.09.2007,с 24 апреля 2009 г.,False,25,561000000,83000000,info@gidrosystema.ru,gidrosystema.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Чара""",https://www.rusprofile.ru/id/1237700484427,,,19.07.2023,с 21 марта 2025 г.,True,0,998000000,199000,davnovteme95@gmail.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Стройрем""",https://www.rusprofile.ru/id/1227700024640,,,25.01.2022,с 24 октября 2023 г.,True,3,611000000,7100000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Астрал Аквадизайн""",https://www.rusprofile.ru/id/11959034,,,13.12.2019,с 13 декабря 2019 г.,False,3,317000000,53000000,info@astral-aquadesign.ru,astral-aquadesign.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Сьюлайф""",https://www.rusprofile.ru/id/10261534,,,15.12.2015,с 3 ноября 2022 г.,True,7,957000000,3500000,pavlovaov@knit.ru,knit.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Интрейд""",https://www.rusprofile.ru/id/1217700537560,,,10.11.2021,с 3 июля 2025 г.,True,0,1400000000,16000000,9995961844@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"АО ""Вюрт-Русь""",https://www.rusprofile.ru/id/4472549,,,12.03.1993,с 4 июля 2006 г.,False,354,2400000000,115000000,sale@wurth.ru,wurth-rus.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Трансоптторг""",https://www.rusprofile.ru/id/1227700509101,,,22.08.2022,с 17 апреля 2025 г.,True,0,1200000000,5300000,transopttorg2022@gmail.com,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Актив Карго""",https://www.rusprofile.ru/id/5881747,,,25.10.2011,с 25 октября 2011 г.,False,12,1000000000,69000000,9628897@gmail.com,activcargo.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
